ts,t_min,t_max,t_avg,rh_min,rh_max,rh_avg,n,n_fail
1788116400,31.8,31.8,31.8,27.0,27.0,27.0,30,0
1788118200,31.3,31.8,31.7,26.0,27.0,26.4,30,0
1788120000,31.3,31.3,31.3,24.0,26.0,24.8,30,0
1788121800,30.8,31.3,31.1,24.0,24.0,24.0,30,0
1788123600,30.8,30.8,30.8,24.0,25.0,24.2,30,0
1788125400,30.2,30.8,30.6,24.0,25.0,24.1,30,0
1788127200,30.2,30.2,30.2,24.0,25.0,24.0,30,0
1788129000,29.8,30.2,30.0,24.0,25.0,24.6,30,0
1788130800,29.8,29.8,29.8,25.0,26.0,25.3,30,0
1788132600,29.3,29.8,29.6,25.0,25.0,25.0,30,0
1788134400,29.3,29.3,29.3,25.0,25.0,25.0,30,0
1788136200,28.9,29.3,29.2,25.0,26.0,25.8,30,0
1788138000,28.9,28.9,28.9,26.0,28.0,27.3,30,0
1788139800,28.5,28.9,28.6,28.0,28.0,28.0,30,0
1788141600,28.7,28.9,28.9,28.0,28.0,28.0,30,0
1788143400,28.9,29.3,29.0,28.0,28.0,28.0,30,0
1788145200,29.3,29.8,29.3,28.0,29.0,28.7,30,0
1788147000,29.8,30.8,30.0,29.0,31.0,29.9,30,0
1788148800,30.8,31.6,31.1,31.0,32.0,31.3,30,0
1788150600,31.8,32.3,31.9,32.0,33.0,32.1,30,0
1788152400,32.3,32.8,32.7,32.0,33.0,32.5,30,0
1788154200,32.8,33.3,33.0,31.0,32.0,31.6,30,0
1788156000,33.0,33.3,33.3,31.0,31.0,31.0,30,0
1788157800,33.3,33.8,33.5,31.0,31.0,31.0,30,0
1788159600,33.8,34.2,33.9,31.0,33.0,31.5,30,0
1788161400,34.2,34.7,34.4,31.0,33.0,31.9,30,0
1788163200,34.7,34.7,34.7,30.0,31.0,30.7,30,0
1788165000,34.7,35.2,35.0,27.0,30.0,28.7,30,0
1788166800,35.2,35.6,35.5,25.0,27.0,26.3,30,0
1788168600,35.6,36.3,36.0,25.0,25.0,25.0,30,0
1788170400,36.3,36.3,36.3,23.0,25.0,24.3,30,0
1788172200,36.3,36.3,36.3,22.0,24.0,22.8,30,0
1788174000,36.3,36.3,36.3,20.0,22.0,20.9,30,0
1788175800,36.3,36.3,36.3,19.0,20.0,19.9,30,0
1788177600,36.3,38.5,37.2,15.0,20.0,18.0,30,0
1788179400,38.0,39.0,38.8,15.0,16.0,15.5,30,0
1788181200,35.2,38.0,36.1,16.0,19.0,18.8,30,0
1788183000,33.8,35.2,34.5,19.0,20.0,19.9,30,0
1788184800,33.3,33.8,33.5,18.0,20.0,19.1,30,0
1788186600,32.8,33.3,32.9,18.0,21.0,19.4,30,0
1788188400,31.8,32.8,32.3,21.0,21.0,21.0,30,0
1788190200,31.8,31.8,31.8,21.0,21.0,21.0,30,0
1788192000,31.1,31.3,31.3,19.0,21.0,20.1,30,0
1788193800,30.8,30.8,30.8,19.0,19.0,19.0,30,0
1788195600,30.2,30.8,30.2,19.0,21.0,19.7,30,0
1788197400,29.8,30.2,29.9,21.0,22.0,21.7,30,0
1788199200,29.3,29.8,29.5,22.0,22.0,22.0,30,0
1788201000,28.9,29.3,29.2,22.0,22.0,22.0,30,0
