ts,t_min,t_max,t_avg,rh_min,rh_max,rh_avg,n,n_fail
1788375600,25.3,25.3,25.3,29.0,29.0,29.0,30,0
1788377400,24.8,25.3,25.2,29.0,29.0,29.0,30,0
1788379200,24.8,24.8,24.8,29.0,29.0,29.0,30,0
1788381000,24.5,24.8,24.7,29.0,29.0,29.0,30,0
1788382800,24.5,24.5,24.5,29.0,29.0,29.0,30,0
1788384600,24.1,24.5,24.3,29.0,29.0,29.0,30,0
1788386400,24.1,24.1,24.1,29.0,29.0,29.0,30,0
1788388200,24.1,24.1,24.1,29.0,29.0,29.0,30,0
1788390000,23.8,24.1,23.8,29.0,29.0,29.0,30,0
1788391800,23.8,23.8,23.8,29.0,29.0,29.0,30,0
1788393600,23.8,23.8,23.8,29.0,29.0,29.0,30,0
1788395400,23.4,23.8,23.4,29.0,29.0,29.0,30,0
1788397200,23.4,23.4,23.4,29.0,30.0,29.6,30,0
1788399000,23.4,23.4,23.4,30.0,30.0,30.0,30,0
1788400800,23.4,23.4,23.4,30.0,31.0,30.4,30,0
1788402600,23.4,23.4,23.4,31.0,31.0,31.0,30,0
1788404400,23.4,23.8,23.8,31.0,32.0,31.3,30,0
1788406200,23.8,24.1,23.9,31.0,32.0,31.9,30,0
1788408000,24.1,24.5,24.3,32.0,33.0,32.0,30,0
1788409800,24.5,25.3,25.0,30.0,32.0,30.9,30,0
1788411600,25.3,26.2,25.8,29.0,30.0,29.4,30,0
1788413400,26.2,26.7,26.4,27.0,29.0,28.2,30,0
1788415200,26.7,27.1,26.9,26.0,28.0,27.2,30,0
1788417000,27.1,27.6,27.4,24.0,27.0,25.9,30,0
1788418800,27.6,28.0,27.8,23.0,26.0,25.0,30,0
1788420600,28.0,28.5,28.2,20.0,24.0,22.7,30,0
1788422400,28.5,28.9,28.7,19.0,22.0,21.5,30,0
1788424200,28.9,28.9,28.9,20.0,22.0,20.7,30,0
1788426000,28.9,29.6,29.3,19.0,20.0,19.7,30,0
1788427800,29.3,29.8,29.7,19.0,20.0,19.6,30,0
1788429600,29.8,30.2,29.9,18.0,20.0,19.1,30,0
1788431400,30.2,30.2,30.2,18.0,18.0,18.0,30,0
1788433200,30.2,30.8,30.5,18.0,19.0,18.1,30,0
1788435000,30.8,31.3,30.9,18.0,19.0,18.9,30,0
1788436800,31.3,34.2,32.5,17.0,19.0,18.1,30,0
1788438600,33.8,34.7,34.3,17.0,17.0,17.0,30,0
1788440400,30.8,33.8,32.0,17.0,21.0,19.8,30,0
1788442200,29.3,30.8,29.9,22.0,24.0,22.7,30,0
1788444000,28.5,29.3,28.9,24.0,25.0,25.0,30,0
1788445800,28.0,28.5,28.3,25.0,25.0,25.0,30,0
1788447600,27.6,28.0,27.8,25.0,26.0,25.6,30,0
1788449400,27.1,27.6,27.4,26.0,28.0,26.9,30,0
1788451200,27.1,27.1,27.1,27.0,28.0,27.3,30,0
1788453000,26.7,27.0,26.7,27.0,28.0,27.2,30,0
1788454800,26.7,26.7,26.7,27.0,27.0,27.0,30,0
1788456600,26.2,26.7,26.3,27.0,27.0,27.0,30,0
1788458400,26.2,26.2,26.2,27.0,27.0,27.0,30,0
1788460200,26.2,26.2,26.2,27.0,28.0,27.2,30,0
